-4.008183659999999815e-01,2.733419069999999951e-01,-1.259620002999999988e+00,0.000000000000000000e+00,-1.346874010000000121e-01,4.231607869999999827e-01,-1.340143669999999954e-01,1.358514829999999951e-01,-9.746088870000000348e-01,-6.569442800000000471e-01,-1.496302937000000055e+00,4.307401109999999811e-01,-1.067125867999999977e+00,2.400000000000000000e+01
-3.985345439999999906e-01,-4.790511869999999894e-01,-5.697240449999999568e-01,0.000000000000000000e+00,-7.454751870000000391e-01,2.022451080000000068e-01,3.578485200000000033e-01,5.543339290000000030e-01,-8.586330779999999940e-01,-9.781841449999999494e-01,-3.408792990000000245e-01,4.307401109999999811e-01,-4.971964850000000213e-01,2.160000000000000142e+01
-3.985367209999999827e-01,-4.790511869999999894e-01,-5.697240449999999568e-01,0.000000000000000000e+00,-7.454751870000000391e-01,1.298216398999999965e+00,-2.812142089999999928e-01,5.543339290000000030e-01,-8.586330779999999940e-01,-9.781841449999999494e-01,-3.408792990000000245e-01,3.850969160000000113e-01,-1.197278011000000086e+00,3.470000000000000284e+01
-3.979839900000000097e-01,-4.790511869999999894e-01,-1.278461700000000034e+00,0.000000000000000000e+00,-8.428471530000000156e-01,1.029961646000000064e+00,-8.305209359999999874e-01,1.076828657999999939e+00,-7.426572700000000360e-01,-1.097161872000000038e+00,7.507321100000000080e-02,4.052830960000000093e-01,-1.346610469000000032e+00,3.339999999999999858e+01
-3.982581789999999899e-01,-4.790511869999999894e-01,-1.278461700000000034e+00,0.000000000000000000e+00,-8.428471530000000156e-01,2.151557639999999993e-01,-3.673799700000000001e-01,1.076828657999999939e+00,-7.426572700000000360e-01,-1.097161872000000038e+00,7.507321100000000080e-02,3.995636779999999777e-01,-1.035615348999999963e+00,2.869999999999999929e+01
-3.857782220000000040e-01,4.344401700000000144e-02,-4.537751449999999909e-01,0.000000000000000000e+00,-2.586153580000000174e-01,-1.549497240000000109e-01,9.753698090000000320e-01,1.023534291000000040e+00,-5.107056530000000372e-01,-5.677109839999999741e-01,-1.542519881999999898e+00,4.307401109999999811e-01,8.741960930000000074e-01,2.710000000000000142e+01
-3.785220029999999958e-01,4.344401700000000144e-02,-4.537751449999999909e-01,0.000000000000000000e+00,-2.586153580000000174e-01,-9.310236360000000433e-01,1.115389170999999902e+00,1.086323356999999934e+00,-5.107056530000000372e-01,-5.677109839999999741e-01,-1.542519881999999898e+00,3.155667420000000112e-01,2.351080406999999983e+00,1.650000000000000000e+01
-3.770368119999999990e-01,4.344401700000000144e-02,-4.537751449999999909e-01,0.000000000000000000e+00,-2.586153580000000174e-01,1.391263419999999862e-01,9.107454880000002140e-01,1.212569457999999933e+00,-5.107056530000000372e-01,-5.677109839999999741e-01,-1.542519881999999898e+00,3.816204069999999948e-01,1.052299024999999943e+00,1.500000000000000000e+01
-3.887246670000000237e-01,4.344401700000000144e-02,-4.537751449999999909e-01,0.000000000000000000e+00,-2.586153580000000174e-01,-3.887760599999999789e-01,5.014581219999999506e-01,1.155314989999999931e+00,-5.107056530000000372e-01,-5.677109839999999741e-01,-1.542519881999999898e+00,4.307401109999999811e-01,6.862282999999999578e-02,1.889999999999999858e+01
-3.913022629999999835e-01,4.344401700000000144e-02,-4.537751449999999909e-01,0.000000000000000000e+00,-2.586153580000000174e-01,-5.609181479999999498e-01,-1.074657259000000087e+00,7.851648570000000493e-01,-5.107056530000000372e-01,-5.677109839999999741e-01,-1.542519881999999898e+00,3.589670280000000213e-01,4.029083339999999791e-01,2.169999999999999929e+01
